Type,Date,Set Time,Title,Amount,Currency,Exchange Rate,Category Group Name,Category,Account,Notes,Labels,Status
Income,2020-11-13 15:53:35,15:53,Capital Gains,16.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2020-11-13 13:48:36,13:48,T,-13.10,EUR,1.0000000000,Entertainment,T,ActivoBank,,,Reconciled
Expense,2020-11-13 13:16:38,13:16,Eating out,-7.60,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Income,2020-11-13 11:45:23,11:45,Capital Gains,-32.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-11-13 11:44:05,11:44,Capital Gains,-16.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2020-11-13 10:49:10,10:49,Coffee,-0.20,EUR,1.0000000000,Food,Coffee,Cash,,,Reconciled
Expense,2020-11-13 09:00:58,09:00,Internet,-15.00,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-11-13 08:25:10,08:25,Eating Out - split,13.20,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Transfer,2020-11-12 20:45:59,20:45,Transfer,-26.40,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-11-12 20:45:59,20:45,Transfer,26.40,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Income,2020-11-12 15:33:02,15:33,Capital Gains,-8.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Transfer,2020-11-12 09:38:24,09:38,Transfer,-120.50,EUR,1.0000000000,(Transfer),(Transfer),Degiro,,,Reconciled
Transfer,2020-11-12 09:38:24,09:38,Transfer,120.50,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-11-12 08:55:20,08:55,Transfer,-250.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Transfer,2020-11-12 08:55:20,08:55,Transfer,250.00,EUR,1.0000000000,(Transfer),(Transfer),Trading 212,,,Reconciled
Transfer,2020-11-12 08:55:07,08:55,Transfer,-250.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-11-12 08:55:07,08:55,Transfer,250.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Income,2020-11-12 08:53:21,08:53,Capital Gains,23.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-11-12 08:50:43,08:50,Capital Gains,-27.50,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-11-12 08:47:52,08:47,Interest,0.08,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2020-11-12 08:24:49,08:24,Eating out,-26.40,EUR,1.0000000000,Food,Eating out,Boost,,,Reconciled
Expense,2020-11-10 18:32:55,18:32,Electricity,-48.52,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Income,2020-11-10 10:29:34,10:29,Capital Gains/Dividends,0.12,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2020-11-10 08:22:23,08:22,Eating Out - split,-8.95,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Income,2020-11-09 19:17:24,19:17,Capital Gains,-21.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-11-09 19:14:58,19:14,Capital Gains,-113.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-11-09 14:55:00,14:55,Capital Gains,51.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-11-09 14:52:43,14:52,Capital Gains,58.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-11-09 11:59:59,11:59,Capital Gains,100.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-11-09 09:11:08,09:11,Capital Gains,59.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-11-09 08:21:53,08:21,Eating out,-17.90,EUR,1.0000000000,Food,Eating out,Boost,,,Reconciled
Expense,2020-11-09 00:08:09,00:08,T,-1.00,EUR,1.0000000000,Entertainment,T,Cash,,,Reconciled
Income,2020-11-09 00:01:56,00:01,Capital Gains,-26.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-11-09 00:00:00,00:00,Capital Gains,3.07,EUR,1.0000000000,Investments,Capital Gains,PPR,,,Reconciled
Income,2020-11-08 23:59:15,23:59,Capital Gains,-3.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-11-08 14:59:36,14:59,Eating out,-8.42,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-11-07 20:05:33,20:05,Transport,-24.70,EUR,1.0000000000,Transportation,Public transport,Splitwise,Portagens ,,Reconciled
Expense,2020-11-07 19:38:03,19:38,Wine,8.10,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-11-07 19:37:37,19:37,Wine,-16.20,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-11-07 15:22:17,15:22,Bilhetes,16.00,EUR,1.0000000000,Entertainment,Live Shows,Splitwise,,,Reconciled
Expense,2020-11-07 15:21:44,15:21,Bilhetes,-32.00,EUR,1.0000000000,Entertainment,Live Shows,ActivoBank,Calem,,Reconciled
Expense,2020-11-07 13:50:52,13:50,Eating Out - split,14.50,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-11-07 13:50:26,13:50,Eating out,-29.00,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Transfer,2020-11-06 17:27:13,17:27,Transfer,-130.32,EUR,1.0000000000,(Transfer),(Transfer),Degiro,,,Reconciled
Transfer,2020-11-06 17:27:13,17:27,Transfer,130.32,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Income,2020-11-06 16:09:57,16:09,Capital Gains,29.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-11-06 13:25:52,13:25,Eating Out - split,21.50,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-11-05 21:46:17,21:46,Eating out,-43.00,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-11-04 18:37:24,18:37,Groceries,-1.72,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Income,2020-11-04 17:26:24,17:26,Capital Gains,20.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-11-04 15:28:37,15:28,Capital Gains,85.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2020-11-04 15:26:31,15:26,Transport,-30.10,EUR,1.0000000000,Transportation,Public transport,Boost,,,Reconciled
Income,2020-11-04 15:25:39,15:25,Capital Gains,24.32,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-11-04 14:37:09,14:37,Capital Gains,60.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-11-03 17:32:01,17:32,Capital Gains,-4.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-11-03 17:31:23,17:31,Capital Gains,56.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-11-03 13:20:32,13:20,Interest,0.05,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2020-11-03 11:11:46,11:11,Capital Gains,17.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-11-02 18:54:27,18:54,Groceries,-6.37,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Income,2020-11-02 14:21:50,14:21,Capital Gains,47.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-11-02 10:15:10,10:15,Phone,-9.80,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-11-01 21:03:23,21:03,Eating Out - split,11.95,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-11-01 21:03:08,21:03,Eating out,-23.90,EUR,1.0000000000,Food,Eating out,Cash,,,Reconciled
Transfer,2020-11-01 21:02:56,21:02,Transfer,-40.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-11-01 21:02:56,21:02,Transfer,40.00,EUR,1.0000000000,(Transfer),(Transfer),Cash,,,Reconciled
Income,2020-10-31 14:33:04,14:33,Interest,0.44,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2020-10-31 14:24:12,14:24,Groceries,-10.11,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Expense,2020-10-31 12:18:30,12:18,Eating Out - split,9.05,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-10-31 12:18:04,12:18,Eating out,-18.10,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-10-31 08:52:12,08:52,Eating out,-14.00,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Income,2020-10-30 18:11:39,18:11,Capital Gains,62.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-30 10:00:15,10:00,Building administration,-24.00,EUR,1.0000000000,Housing,Building Administration,ActivoBank,,,Reconciled
Income,2020-10-29 11:52:20,11:52,Capital Gains,-108.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-28 18:03:24,18:03,Groceries,-6.76,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Income,2020-10-28 12:23:20,12:23,Capital Gains,-35.33,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-10-28 12:22:43,12:22,Capital Gains,-130.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-27 11:42:28,11:42,IUC,-19.59,EUR,1.0000000000,Transportation,IUC,ActivoBank,,,Reconciled
Transfer,2020-10-27 08:42:49,08:42,Transfer,-10.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Transfer,2020-10-27 08:42:49,08:42,Transfer,10.00,EUR,1.0000000000,(Transfer),(Transfer),Trading 212,,,Reconciled
Income,2020-10-26 07:00:56,07:00,Salary,35.40,EUR,1.0000000000,Employer,Salary,PPR,,,Reconciled
Expense,2020-10-25 18:31:22,18:31,Gifts,1.99,EUR,1.0000000000,Others,Gifts,Splitwise,,,Reconciled
Expense,2020-10-25 17:18:40,17:18,Gifts,-3.99,EUR,1.0000000000,Others,Gifts,ActivoBank,,,Reconciled
Expense,2020-10-24 19:12:15,19:12,Groceries,-6.00,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-10-24 18:31:19,18:31,Haircut,-9.00,EUR,1.0000000000,Personal,Barber,Cash,,,Reconciled
Transfer,2020-10-24 17:21:52,17:21,Transfer,-10.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-24 17:21:52,17:21,Transfer,10.00,EUR,1.0000000000,(Transfer),(Transfer),Cash,,,Reconciled
Expense,2020-10-24 10:44:35,10:44,Email,-15.00,EUR,1.0000000000,Personal,E-mail,Boost,,,Reconciled
Expense,2020-10-23 22:50:45,22:50,Eating Out - split,7.50,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-10-23 22:50:32,22:50,Eating out,-15.00,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-10-23 14:32:52,14:32,Transport,-15.00,EUR,1.0000000000,Transportation,Public transport,ActivoBank,,,Reconciled
Transfer,2020-10-23 14:22:27,14:22,Transfer,-1000.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Transfer,2020-10-23 14:22:27,14:22,Transfer,1000.00,EUR,1.0000000000,(Transfer),(Transfer),Trading 212,,,Reconciled
Expense,2020-10-23 14:14:36,14:14,Mariana,-200.00,EUR,1.0000000000,Housing,Furniture,ActivoBank,Dívida Mariana,,Reconciled
Transfer,2020-10-23 13:52:46,13:52,Transfer,-1000.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-23 13:52:46,13:52,Transfer,1000.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-10-23 13:18:30,13:18,Personal Gifts,74.68,EUR,1.0000000000,Personal,Personal Gifts,PayPal,Calculadora Texas ,,Reconciled
Expense,2020-10-23 12:52:47,12:52,Eating out,-8.60,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Transfer,2020-10-23 12:30:31,12:30,Transfer,-85.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-23 12:30:31,12:30,Transfer,85.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-10-23 12:28:18,12:28,Transfer,-182.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-23 12:28:18,12:28,Transfer,182.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Income,2020-10-23 12:23:21,12:23,Salary,2599.09,EUR,1.0000000000,Employer,Salary,ActivoBank,,,Reconciled
Expense,2020-10-23 10:00:14,10:00,Mortgage,-250.00,EUR,1.0000000000,Housing,Mortgage,ActivoBank,,,Reconciled
Transfer,2020-10-23 07:00:42,07:00,Savings,-90.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-23 07:00:42,07:00,Savings,90.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-10-23 07:00:22,07:00,Annual expenses,-60.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-23 07:00:22,07:00,Annual expenses,60.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Expense,2020-10-22 13:19:33,13:19,Groceries,-4.18,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Income,2020-10-22 10:19:48,10:19,Capital Gains,-105.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-22 10:17:36,10:17,SMAS - split,8.08,EUR,1.0000000000,Housing,Water,Splitwise,,,Reconciled
Income,2020-10-22 10:17:07,10:17,Interest,0.03,EUR,1.0000000000,Investments,Interest,ActivoBank,,,Reconciled
Expense,2020-10-22 10:16:32,10:16,SMAS,-16.71,EUR,1.0000000000,Housing,Water,ActivoBank,,,Reconciled
Expense,2020-10-22 10:15:55,10:15,Personal gifts,-57.44,EUR,1.0000000000,Personal,Clothing,PayPal,New Balance ,,Reconciled
Transfer,2020-10-22 10:14:28,10:14,Transfer,-58.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-22 10:14:28,10:14,Transfer,58.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-10-21 18:21:20,18:21,Personal gifts,-65.00,EUR,1.0000000000,Personal,Personal Gifts,ActivoBank,Rato,,Reconciled
Transfer,2020-10-21 16:31:07,16:31,Transfer,-30.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Transfer,2020-10-21 16:31:07,16:31,Transfer,30.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-21 16:30:58,16:30,Transfer,-35.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-10-21 16:30:58,16:30,Transfer,35.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2020-10-21 12:56:12,12:56,Groceries,-3.62,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-10-20 13:24:10,13:24,Eating out,-13.00,EUR,1.0000000000,Food,Eating out,Boost,,,Reconciled
Transfer,2020-10-20 12:40:49,12:40,Transfer,-55.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Transfer,2020-10-20 12:40:49,12:40,Transfer,55.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-19 20:32:20,20:32,Transfer,-11.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-19 20:32:20,20:32,Transfer,11.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-10-18 21:08:15,21:08,T,-1.00,EUR,1.0000000000,Entertainment,T,Cash,,,Reconciled
Expense,2020-10-18 20:31:50,20:31,Groceries,-15.63,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-10-18 20:31:13,20:31,T,-8.89,EUR,1.0000000000,Entertainment,T,ticket,,,Reconciled
Expense,2020-10-18 14:46:27,14:46,Groceries,-1.79,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Transfer,2020-10-18 13:44:41,13:44,Transfer,-40.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Transfer,2020-10-18 13:44:41,13:44,Transfer,40.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2020-10-18 13:44:24,13:44,Eating out,-12.60,EUR,1.0000000000,Food,Eating out,ActivoBank,Roasters,,Reconciled
Expense,2020-10-18 10:18:47,10:18,Eating Out - split,-13.25,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-10-18 10:18:32,10:18,Eating Out - split,-15.75,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-10-17 19:02:40,19:02,Eating out,-1.50,EUR,1.0000000000,Food,Eating out,Cash,Garrafas de água ,,Reconciled
Expense,2020-10-17 19:02:23,19:02,Eating out,-2.50,EUR,1.0000000000,Food,Eating out,Cash,Castanhas ,,Reconciled
Expense,2020-10-16 18:59:24,18:59,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Transfer,2020-10-16 18:59:11,18:59,Transfer,-57.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Transfer,2020-10-16 18:59:11,18:59,Transfer,57.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2020-10-16 18:58:27,18:58,Eating out,-15.15,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Income,2020-10-16 18:57:11,18:57,Capital Gains,37.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-16 08:23:05,08:23,SMAS - split,7.64,EUR,1.0000000000,Housing,Water,Splitwise,,,Reconciled
Transfer,2020-10-16 07:00:54,07:00,Netflix,-14.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-16 07:00:54,07:00,Netflix,14.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-10-16 07:00:28,07:00,Netflix,-13.99,EUR,1.0000000000,Entertainment,Netflix,Boost,,,Reconciled
Income,2020-10-15 17:34:31,17:34,Capital Gains,5.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-15 14:13:24,14:13,Internet,-15.00,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Income,2020-10-15 10:35:13,10:35,Interest,0.35,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2020-10-15 10:33:48,10:33,Transport,-12.10,EUR,1.0000000000,Transportation,Public transport,Boost,,,Reconciled
Transfer,2020-10-15 10:33:09,10:33,Transfer,-50.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-10-15 10:33:09,10:33,Transfer,50.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2020-10-15 10:31:39,10:31,Bilhete,8.00,EUR,1.0000000000,Others,Others,ActivoBank,,,Reconciled
Expense,2020-10-15 10:30:42,10:30,Electricity,25.92,EUR,1.0000000000,Housing,Electricity,Splitwise,,,Reconciled
Expense,2020-10-15 10:30:26,10:30,Electricity,-51.83,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Income,2020-10-15 10:29:48,10:29,Capital Gains,1.80,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-10-15 10:27:47,10:27,Capital Gains,-18.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-13 18:13:32,18:13,T,-4.40,EUR,1.0000000000,Entertainment,T,ActivoBank,,,Reconciled
Income,2020-10-13 14:27:25,14:27,Capital Gains,156.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-11 19:30:41,19:30,Bilhetes,-8.00,EUR,1.0000000000,Others,Others,ActivoBank,,,Reconciled
Expense,2020-10-11 19:29:06,19:29,SMAS,-15.27,EUR,1.0000000000,Housing,Water,ActivoBank,,,Reconciled
Expense,2020-10-10 19:40:44,19:40,Eating out,-3.60,EUR,1.0000000000,Food,Eating out,ActivoBank,Careca ,,Reconciled
Transfer,2020-10-09 18:13:52,18:13,Transfer,-20.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-09 18:13:52,18:13,Transfer,20.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-10-09 13:03:28,13:03,Eating out,-5.94,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-10-08 22:59:01,22:59,Transport,-32.00,EUR,1.0000000000,Transportation,Public transport,ActivoBank,Bilhetes Lisboa-Porto ,,Reconciled
Expense,2020-10-08 20:09:42,20:09,T,-4.40,EUR,1.0000000000,Entertainment,T,ticket,,,Reconciled
Expense,2020-10-08 13:14:58,13:14,Eating out,-5.72,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Income,2020-10-07 21:24:22,21:24,Capital Gains,47.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-10-07 12:49:30,12:49,Groceries,-3.94,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-10-06 12:46:30,12:46,Eating Out - split,-11.24,EUR,1.0000000000,Food,Eating out,Splitwise,Consulado,,Reconciled
Expense,2020-10-06 12:46:18,12:46,Eating Out - split,-5.30,EUR,1.0000000000,Food,Eating out,Splitwise,Burgers ,,Reconciled
Expense,2020-10-06 09:03:08,09:03,Eating Out - split,7.57,EUR,1.0000000000,Food,Eating out,Splitwise,Domino's ,,Reconciled
Expense,2020-10-05 16:02:56,16:02,Eating out,-15.15,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Transfer,2020-10-05 09:09:14,09:09,Transfer,-12.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-10-05 09:09:14,09:09,Transfer,12.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-10-04 18:34:34,18:34,Groceries,-6.99,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-10-03 18:49:20,18:49,Groceries,-16.75,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-10-02 21:52:28,21:52,Eating Out - split,9.25,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-10-02 21:39:01,21:39,Eating out,-18.50,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-10-02 18:54:03,18:54,Eating Out - split,-9.55,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-10-02 18:53:45,18:53,Eating Out - split,-9.50,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-10-02 12:44:12,12:44,Groceries,-2.99,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-10-02 07:00:03,07:00,Phone,-9.80,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-10-01 23:42:00,23:42,Groceries split,2.07,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-10-01 23:41:45,23:41,Medicines,8.99,EUR,1.0000000000,Health,Medicines,Splitwise,,,Reconciled
Expense,2020-10-01 13:12:45,13:12,Groceries,-3.61,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-10-01 10:00:15,10:00,Building administration,-24.00,EUR,1.0000000000,Housing,Building Administration,ActivoBank,,,Reconciled
Income,2020-10-01 08:30:57,08:30,Capital Gains,96.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-09-30 18:09:11,18:09,Groceries,-4.13,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-09-30 18:08:55,18:08,Medicines,-8.99,EUR,1.0000000000,Health,Medicines,ActivoBank,,,Reconciled
Expense,2020-09-30 11:25:12,11:25,Eating out,-18.50,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Income,2020-09-30 09:56:51,09:56,Dividends,0.12,EUR,1.0000000000,Investments,Capital Gains,Degiro,TECK,,Reconciled
Expense,2020-09-29 20:20:36,20:20,Groceries,-6.44,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Expense,2020-09-29 20:20:17,20:20,Eating out,-13.90,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-09-29 13:23:30,13:23,T,-5.20,EUR,1.0000000000,Entertainment,T,ActivoBank,,,Reconciled
Expense,2020-09-28 19:38:59,19:38,Bike,-44.00,EUR,1.0000000000,Transportation,Bicycle,ActivoBank,Alforge e suporte smartphone ,,Reconciled
Expense,2020-09-27 19:23:09,19:23,Groceries,-59.69,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-09-27 16:46:05,16:46,Eating Out - split,3.00,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-09-27 16:45:11,16:45,Eating out,-6.00,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-09-27 16:07:40,16:07,Coffee,-0.75,EUR,1.0000000000,Food,Coffee,Cash,,,Reconciled
Expense,2020-09-27 11:36:56,11:36,Eating Out - split,-19.75,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-09-26 20:24:13,20:24,Bike,-2.09,EUR,1.0000000000,Transportation,Bicycle,ActivoBank,Parafusos,,Reconciled
Expense,2020-09-26 16:56:38,16:56,Eating out,-8.90,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-09-26 14:55:33,14:55,Eating out,-7.84,EUR,1.0000000000,Food,Eating out,Splitwise,Consulado ,,Reconciled
Expense,2020-09-25 20:04:48,20:04,Groceries,-24.00,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Income,2020-09-25 17:23:49,17:23,Capital Gains,0.53,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2020-09-25 17:21:03,17:21,Interest,0.55,EUR,1.0000000000,Investments,Interest,Housers,,,Reconciled
Income,2020-09-25 17:18:49,17:18,Interest,0.53,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2020-09-25 17:17:35,17:17,Capital Gains,-133.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
